øko,besid,slagtid,spacetime,y,mlik,waic,dic,dic_sat,envvar_mean,envvar_quant0.025,envvar_quant0.975,Intercept_mean,Intercept_quant0.025,Intercept_quant0.975,øko_mean,øko_quant0.025,øko_quant0.975,besid_mean,besid_quant0.025,besid_quant0.975,slagteriid_mean,slagteriid_quant0.025,slagteriid_quant0.975
true,true,true,spacetime,tavg_summer_lag1,-11433.8943449905,21756.7310713982,21188.1537486953,16033.3861344806,-0.391315064221488,-0.481845529905253,-0.301636193310459,-3.73233673419932,-4.20345920203119,-3.27116529563733,0.461915548875348,0.176211685009643,0.747729816548507,3.07554196260245,2.77044758177065,3.40443273164233,0.465790333938013,0.191648694167101,0.995106509416383
true,true,true,spacetime,def_summer_lag1,-11421.7117674379,21757.1194955975,21197.4606013448,16042.6930004113,-0.350073860237347,-0.416503062523719,-0.2842546627319,-3.77583093328575,-4.24891883438149,-3.31204686428469,0.447411168546987,0.161838433273877,0.733074793415949,3.05388837653887,2.75328677911053,3.38227880347388,0.464139813868592,0.194143393056174,0.98623717888565
false,true,true,spacetime,def_summer_lag1,-11420.7511815259,21760.2926219551,21199.5997572095,16044.8321599656,-0.350948201657364,-0.417012380142705,-0.285500393905465,-3.74768638891215,-4.21587223546354,-3.28867658207481,,,,3.06893188242343,2.76600882256083,3.39697549285259,0.460548426280912,0.193953759890876,0.988249574767334
false,true,true,spacetime,tavg_summer_lag1,-11433.2087619875,21761.2565760183,21191.5006583727,16036.7330562367,-0.391167787679951,-0.481238670576732,-0.301973612841294,-3.70494469553722,-4.17724918510766,-3.24216733846786,,,,3.09072781834203,2.78511760112656,3.4212344674721,0.459310877809344,0.182922363548398,0.968844345159383
true,true,true,spacetime,ppt_summer_lag1,-11427.2952723286,21766.3618684632,21203.3112951306,16048.5436929542,0.341836115119278,0.272785399418515,0.411718557259667,-3.78027716020808,-4.2556068822989,-3.31487154124643,0.44818153642176,0.16245642570624,0.733990257143311,3.05620196447541,2.7553154287707,3.38413542991644,0.472844777836253,0.213302965102384,0.989489320180517
false,true,true,spacetime,ppt_summer_lag1,-11426.2639363801,21771.4885443662,21205.2678933146,16050.5002965488,0.342438356180056,0.273840974855308,0.411894420239169,-3.75564800144305,-4.23169862194995,-3.2886076970292,,,,3.0695747878311,2.7673048763731,3.39812675941473,0.472271848267022,0.198612041682952,1.0103507114852
true,true,true,spacetime,soil_autumn_lag1,-11442.7059857352,21804.0555578216,21237.6225862308,16082.8549677344,0.241007291065298,0.171823158863499,0.310461779111653,-3.85148683560774,-4.34807067058857,-3.36990814928977,0.464042949788142,0.179692075800413,0.748509870189927,3.0435836146375,2.74330775862841,3.36793906166674,0.463067584213053,0.193495528314354,0.992441184613572
false,true,true,spacetime,soil_autumn_lag1,-11442.1243776251,21808.5884053045,21241.5101263574,16086.7425272925,0.241584779828046,0.172724076739481,0.310721548443555,-3.82232665251182,-4.31248427817206,-3.34708297022741,,,,3.05763000185901,2.75663574215772,3.38306205543138,0.458420954675659,0.196962793460624,0.991118016465276
true,true,true,spacetime,soil_summer_lag1,-11446.9303948422,21815.4988593537,21246.8842697973,16092.116653164,0.246195830019037,0.166696563244751,0.325658478740218,-3.84799700357593,-4.34905689175435,-3.36310968185363,0.464858532464924,0.18034363932705,0.749482187305995,3.04752766756361,2.74651319818624,3.37212653591139,0.46921554135059,0.200607586541824,1.00556777221025
false,true,true,spacetime,soil_summer_lag1,-11446.3442460588,21820.5616697336,21251.1804643735,16096.4128526173,0.246919570537099,0.168014020965314,0.325818386066762,-3.81943386011522,-4.31641986863869,-3.33828066213422,,,,3.06172820848401,2.75753462228749,3.38483647145166,0.463858739812016,0.199882004202349,0.994253485074767
